ID,电影名称,评分,评价人数,短评数量,影评数量,片长,语言,类型,导演,制片国家/地区,上映日期,看过人数,想看人数,星级,五星,四星,三星,二星,一星
440,地狱花园 地獄の花園,6.4,2138,1027,7,102,日语,剧情,関和亮,日本,2021-05-21,2506,1610,3.0,0.09699999999999999,0.226,0.498,0.14400000000000002,0.035
441,武士马拉松 サムライマラソン,6.3,2243,880,8,105,日语,剧情/动作/历史,伯纳德·罗斯,日本,2019-02-22,2659,1316,3.0,0.071,0.20600000000000002,0.5489999999999999,0.155,0.019
442,乱青春 亂青春,5.0,4044,1241,32,98,汉语普通话,剧情/爱情,李启源,中国台湾,2009-04-10,5905,1453,2.5,0.028999999999999998,0.099,0.374,0.337,0.161
443,坏种2 The Bad Seed Returns,5.7,3264,1127,12,88,英语,剧情/惊悚/恐怖,路易斯·阿桑宝特,美国,2022-09-05,3757,2074,3.0,0.08199999999999999,0.12,0.43799999999999994,0.284,0.077
444,时间都去哪了,5.4,2365,774,4,102,汉语普通话,剧情/爱情,车径行,中国大陆,2015-08-07,3330,477,2.5,0.301,0.081,0.071,0.10300000000000001,0.445
445,道高一丈,4.7,8228,4596,97,96,汉语普通话,剧情/悬疑/犯罪,姜凯阳,中国大陆,2018-09-06,27575,7483,2.5,0.026000000000000002,0.049,0.34,0.419,0.16699999999999998
446,给19岁的我自己,5.0,3962,1567,65,98,汉语普通话,剧情/爱情,黄朝亮,中国大陆,2018-05-29,12496,3029,2.5,0.051,0.10099999999999999,0.303,0.374,0.172
447,人工性智能 A.I. Rising,5.4,4207,1442,30,85,英语,剧情/爱情/科幻,拉扎尔·博德罗扎,塞尔维亚,2018-02-25,4993,1835,2.5,0.044000000000000004,0.132,0.41,0.324,0.09
448,当女人沉睡时 女が眠る時,5.4,4195,1660,19,103,日语,剧情,王颖,日本,2016-02-27,6097,2165,2.5,0.04,0.11800000000000001,0.42100000000000004,0.33,0.091
449,时尚先生,4.8,5955,1023,96,100,汉语普通话,剧情/喜剧/爱情,乔梁,中国大陆,2008-05-16,11647,833,2.5,0.013000000000000001,0.06,0.39299999999999996,0.36200000000000004,0.172
450,双套结杀手 The Clovehitch Killer,6.3,2179,671,7,109,英语,剧情/悬疑/惊悚,邓肯·斯基尔斯,美国,2018-11-16,2563,2462,3.0,0.044000000000000004,0.214,0.606,0.12,0.016
451,腊肠狗 Wiener-Dog,6.2,2299,1005,16,90,英语,剧情/喜剧,托德·索伦兹,美国,2016-01-22,3350,2192,3.0,0.079,0.23600000000000002,0.451,0.183,0.051
452,空难余波 Aftermath,5.6,3463,1120,27,94,英语,剧情/惊悚,艾略特·莱斯特,美国,2017-12-01,7826,3820,3.0,0.037000000000000005,0.08,0.539,0.312,0.032
453,超强台风,4.6,12210,3409,141,93,汉语普通话,剧情/科幻/灾难,冯小宁,中国大陆,2008-10-24,22866,1588,2.5,0.051,0.087,0.28800000000000003,0.26899999999999996,0.305
454,遇见你真好,4.5,26269,10618,397,99,汉语普通话,剧情/喜剧/爱情,顾长卫,中国大陆,2018-03-29,70421,10764,2.5,0.045,0.085,0.244,0.34600000000000003,0.28
455,外来者 The Outsider,5.8,2945,1130,9,120,英语,剧情/惊悚/犯罪,马丁·赞里维特,美国,2018-03-09,3349,2218,3.0,0.067,0.15,0.447,0.273,0.063
456,别叫我情圣,5.3,2554,848,5,83,汉语普通话,剧情,崔志佳,中国大陆,2021-05-22,4110,917,2.5,0.012,0.081,0.465,0.419,0.023
457,鬼债 Pay the Ghost,5.4,4126,1484,11,94,英语,剧情/悬疑/恐怖,乌利·埃德尔,加拿大,2015-09-25,6010,1358,2.5,0.027999999999999997,0.08900000000000001,0.504,0.314,0.066
458,夺命枪火 Colt 45,5.9,2738,878,14,84,法语,剧情/动作/惊悚/犯罪,法布里斯·度·沃尔斯,法国,2016-02-19,4995,1388,3.0,0.055999999999999994,0.14400000000000002,0.525,0.23399999999999999,0.04
459,真相漩涡 Spinning Man,5.8,2931,958,24,100,英语,剧情/悬疑/犯罪,西蒙·凯瑟,美国,2019-06-21,5193,3332,3.0,0.022000000000000002,0.12300000000000001,0.614,0.207,0.034
460,侠女：剑的记忆 협녀  칼의 기억,5.7,3157,1224,22,120,韩语,剧情/动作/武侠/古装,朴兴植,韩国,2015-08-13,3702,1542,3.0,0.065,0.129,0.46,0.272,0.073
461,进化岛 Évolution,5.8,2908,955,16,81,法语,剧情/科幻/恐怖,露西尔·哈兹哈利洛维奇,法国,2015-09-14,3480,3618,3.0,0.064,0.151,0.46399999999999997,0.24600000000000002,0.076
462,勃艮第公爵 The Duke of Burgundy,6.0,2536,1041,14,104,英语,剧情,彼得·斯崔克兰德,英国,2014-10-09,3183,2662,3.0,0.067,0.20199999999999999,0.447,0.215,0.069
463,干燥的风 Vento Seco,6.3,2120,853,5,110,葡萄牙语,剧情/情色/同性,丹尼尔·诺拉斯科,巴西,2020-02-26,2419,3189,3.0,0.09699999999999999,0.223,0.46799999999999997,0.175,0.037000000000000005
464,皇家刺青,4.7,7566,1710,32,91,汉语普通话,剧情/悬疑/武侠/古装,冯超,中国,2009-09-30,12383,949,2.5,0.025,0.081,0.345,0.33899999999999997,0.21100000000000002
465,少女,5.7,3093,1405,21,119,日语,剧情,三岛有纪子,日本,2016-10-08,3680,1497,3.0,0.06,0.158,0.431,0.272,0.078
466,红杏出墙 In Secret,6.2,2227,647,8,107,英语,剧情/惊悚/犯罪,查理·斯垂顿,美国,2013-09-07,2651,4267,3.0,0.063,0.17600000000000002,0.58,0.16,0.022000000000000002
467,无间炼狱 Destroyer,5.8,2860,1065,14,123,英语,剧情/惊悚/犯罪,卡瑞恩·库萨马,美国,2018-08-31,3306,3143,3.0,0.044000000000000004,0.149,0.525,0.239,0.042
468,诱惑法则 The Rules of Attraction,6.2,2220,708,21,110,英语,剧情/喜剧/爱情/惊悚,罗杰·阿夫瑞,美国,2003-01-16,2889,2891,3.0,0.081,0.242,0.441,0.183,0.053
469,真实故事 True Story,6.1,2349,827,16,99,英语,剧情/悬疑/犯罪,鲁伯特·古尔德,美国,2015-01-23,2857,1630,3.0,0.038,0.21,0.552,0.177,0.022000000000000002
470,追击巨怪 Trolljegeren,6.1,2348,774,14,99,挪威语,剧情/恐怖/奇幻,安德烈·艾弗道夫,挪威,2010-10-29,2830,1551,3.0,0.063,0.21899999999999997,0.488,0.17800000000000002,0.053
471,地下拳击场 Fighting,5.9,2659,470,17,105,英语,剧情/动作/运动,蒂托·蒙蒂尔,美国,2009-04-24,4858,960,3.0,0.046,0.15,0.569,0.203,0.032
472,坡州 파주,6.2,2214,682,22,110,韩语,剧情,朴灿玉,韩国,2009-10-29,2922,1604,3.0,0.061,0.226,0.519,0.16,0.034
473,我杀死了巨人 I Kill Giants,5.4,3981,1935,23,106,英语,剧情/惊悚/奇幻,安德斯·瓦尔特,美国,2017-09-09,4017,1230,2.5,0.053,0.11699999999999999,0.384,0.39,0.055999999999999994
474,爱别离,5.0,3678,199,18,95,汉语普通话,剧情/爱情,吴林,中国大陆,2013-09-18,7308,755,2.5,0.085,0.1,0.271,0.304,0.24
475,女仆日记 Journal d'une femme de chambre,5.9,2638,912,13,96,法语,剧情,伯努瓦·雅克,法国,2015-04-01,3229,2141,3.0,0.04,0.151,0.5489999999999999,0.22399999999999998,0.035
476,甜蜜18岁,5.4,2192,999,27,90,汉语普通话,剧情/爱情/家庭,何文超,中国大陆,2013-04-19,4154,1801,2.5,0.061,0.141,0.36200000000000004,0.29600000000000004,0.14
477,西部英雄约拿·哈克斯 Jonah Hex,5.3,4368,1142,16,81,英语,剧情/动作/惊悚/西部,吉米·海沃德,美国,2010-06-18,7708,2264,2.5,0.036000000000000004,0.08900000000000001,0.451,0.32799999999999996,0.096
478,奥菲斯恋歌 Orpheus' Song,6.1,2308,854,2,72,德语,剧情/同性,托尔·伊本,德国,2019-06-21,2579,2309,3.0,0.094,0.215,0.40299999999999997,0.23600000000000002,0.05
479,蜜之哀伤 蜜のあわれ,6.3,2064,871,14,110,日语,剧情/历史/奇幻,石井岳龙,日本,2016-04-01,2544,2145,3.0,0.069,0.23,0.508,0.158,0.034
480,晚安妈咪 Goodnight Mommy,5.9,2606,875,5,91,英语,剧情/悬疑/惊悚/恐怖/犯罪,马特·索贝尔,美国,2022-09-16,2966,1658,3.0,0.049,0.14,0.5589999999999999,0.214,0.038
481,恶灵空间 Boogeyman,5.9,2606,424,7,89,英语,剧情/悬疑/惊悚/恐怖,Stephen T. Kay,德国,2005-02-04,4002,1688,3.0,0.053,0.138,0.544,0.21600000000000003,0.048
482,情色大亨 The Look of Love,6.3,2046,497,8,101,英语,剧情/传记,迈克尔·温特伯顿,英国,2013-04-26,2558,2794,3.0,0.055,0.214,0.574,0.132,0.025
483,轩辕大帝,5.2,2679,1234,23,90,汉语普通话,剧情/历史/古装,李晓军,中国大陆,2016-04-01,7974,1126,2.5,0.084,0.149,0.293,0.231,0.243
484,钢琴木马,5.3,2379,360,33,93,汉语普通话,剧情/爱情/悬疑,吕祖松,中国大陆,2013-05-10,4390,1010,2.5,0.043,0.126,0.387,0.304,0.14
485,美丽之星 美しい星,6.2,2145,1019,8,127,日语,剧情/科幻,吉田大八,日本,2017-05-26,2651,1800,3.0,0.073,0.21,0.509,0.16899999999999998,0.04
486,单身到底 Single All the Way,5.9,2564,1140,6,99,英语,剧情/喜剧/爱情/同性,迈克尔·迈耶,美国,2021-12-02,2961,1562,3.0,0.061,0.168,0.47700000000000004,0.244,0.05
487,第一千金 First Daughter,6.1,2252,340,6,106,英语,剧情/喜剧/爱情,福里斯特·惠特克,美国,2004-09-24,3101,1251,3.0,0.040999999999999995,0.17300000000000001,0.607,0.156,0.023
488,怪谈 怪談,6.3,2010,379,19,115,日语,剧情/爱情/恐怖,中田秀夫,日本,2007-08-04,2700,1214,3.0,0.067,0.217,0.55,0.141,0.024
489,伤痕累累的恶魔 傷だらけの悪魔,6.2,2117,771,17,97,日语,剧情,山岸圣太,日本,2017-02-04,2497,1781,3.0,0.07200000000000001,0.196,0.522,0.17600000000000002,0.034
490,鸟类学家 O Ornitólogo,6.3,2005,1007,14,117,葡萄牙语,剧情/同性/奇幻,若昂·佩德罗·罗德里格斯,葡萄牙,2016-08-08,2408,3233,3.0,0.069,0.257,0.46299999999999997,0.166,0.044000000000000004
491,人尽皆知 Todos lo saben,5.8,2714,1074,16,133,西班牙语,剧情/悬疑,阿斯加·法哈蒂,西班牙,2018-05-08,3416,5249,3.0,0.02,0.18100000000000002,0.526,0.242,0.031
492,乌娜 Una,6.3,2002,770,15,94,英语,剧情,本尼迪克特·安德鲁斯,英国,2016-09-02,2453,2267,3.0,0.054000000000000006,0.249,0.541,0.131,0.025
493,恐怖循环 Choose or Die,5.2,4671,1652,7,84,英语,剧情/惊悚/恐怖,托比·米金斯,英国,2022-04-15,5250,2308,2.5,0.025,0.081,0.45399999999999996,0.353,0.08800000000000001
494,卡彭 Capone,5.4,3745,1188,18,103,英语,剧情/传记/犯罪,乔什·特兰克,加拿大,2020-05-12,4358,3960,2.5,0.071,0.10800000000000001,0.365,0.344,0.11199999999999999
495,狙击精英：巅峰对决 Sniper: Ultimate Kill,5.6,3123,892,9,90,英语,剧情/动作/惊悚,克劳迪奥·法,美国,2017-10-03,4820,3026,3.0,0.044000000000000004,0.11,0.518,0.267,0.061
496,拂晓之街 夜明けの街で,5.6,3109,1429,16,129,日语,剧情/犯罪,若松節朗,日本,2011-10-08,3784,1363,3.0,0.042,0.132,0.46799999999999997,0.302,0.055
497,罗马帝国荒淫史 Caligula,6.1,2203,337,4,51,匈牙利语,剧情,Sándor Cs. Nagy,匈牙利,1996,3193,6316,3.0,0.096,0.175,0.486,0.17300000000000001,0.07
498,年轻人 Young Ones,6.2,2079,467,7,100,英语,剧情/动作/科幻,杰克·帕特洛,美国,2014-08-06,2547,1869,3.0,0.067,0.187,0.535,0.17800000000000002,0.033
499,北海 Nordsjøen,6.1,2199,751,11,104,挪威语,剧情/动作/惊悚,约翰·安德烈亚斯·安德森,挪威,2021-10-29,2509,1757,3.0,0.047,0.175,0.591,0.15,0.037000000000000005
500,警告 El aviso,5.5,3369,1459,26,92,西班牙语,剧情/惊悚,丹尼尔·卡尔帕索罗,西班牙,2019-03-29,6399,2510,3.0,0.016,0.113,0.542,0.285,0.044000000000000004
501,只是一次偶然的旅行,4.9,4023,2137,78,111,汉语普通话,剧情,李孟桥,中国大陆,2021-06-18,5450,10329,2.5,0.036000000000000004,0.11800000000000001,0.304,0.335,0.207
502,华氏451 Fahrenheit 451,5.5,3343,1243,18,100,英语,剧情/科幻/惊悚,拉敏·巴哈尼,美国,2018-05-12,3911,2555,3.0,0.045,0.132,0.433,0.312,0.077
503,青木原树海 The Sea of Trees,6.2,2030,891,11,110,日语,剧情,格斯·范·桑特,美国,2015-05-16,2469,4255,3.0,0.078,0.213,0.466,0.203,0.039
504,酒肉朋友 Drinking Buddies,6.2,2027,764,10,90,英语,剧情/喜剧/爱情,乔·斯万博格,美国,2013-07-25,2547,1400,3.0,0.057999999999999996,0.23,0.486,0.188,0.037000000000000005
505,千金傲游记 Sharpay's Fabulous Adventure,6.0,2276,641,3,90,英语,剧情/喜剧/家庭,迈克尔·莱拜克,美国,2011,2892,917,3.0,0.081,0.142,0.539,0.18899999999999997,0.048
506,宫合 궁합,5.9,2425,964,8,110,韩语,剧情/喜剧/爱情/历史,洪昌杓,韩国,2018-02-28,2793,1212,3.0,0.065,0.134,0.529,0.22899999999999998,0.043
507,躯壳 The Empty Man,5.8,2592,917,11,137,英语,剧情/悬疑/惊悚/恐怖/犯罪,大卫·普瑞尔,美国,2020-10-23,2987,2854,3.0,0.069,0.162,0.465,0.231,0.073
508,三人冷水澡 Douches froides,6.2,2017,358,20,102,英语,剧情/情色,安东尼·寇迪耶,法国,2005-06-22,2943,3147,3.0,0.04,0.222,0.5820000000000001,0.124,0.032
509,王牌,4.6,9001,3874,155,90,汉语普通话,剧情/悬疑,范建浍,中国大陆,2014-12-31,16915,1688,2.5,0.04,0.087,0.278,0.34600000000000003,0.249
510,性徒 ビリーバーズ,6.1,2113,805,9,118,日语,剧情,城定秀夫,日本,2022-07-08,2505,2190,3.0,0.073,0.179,0.501,0.203,0.043
511,绝对统治 Imperium,6.1,2101,476,17,109,英语,剧情/惊悚/犯罪,Daniel Ragussis,美国,2016-08-19,2454,1025,3.0,0.048,0.174,0.5870000000000001,0.16399999999999998,0.027000000000000003
512,海上浮城,5.3,2145,1017,26,130,汉语普通话,剧情,阎羽茜,中国大陆,2019-01-25,2853,4460,2.5,0.016,0.154,0.39899999999999997,0.324,0.10800000000000001
513,撒玛利亚 Samaritan,5.2,4309,1481,19,99,英语,剧情/动作/科幻/奇幻,朱利叶斯·艾弗里,美国,2022-08-26,4828,1911,2.5,0.039,0.08199999999999999,0.424,0.36,0.095
514,夜色撩人,4.8,4574,2159,116,104,汉语普通话,剧情/悬疑/犯罪,夏钢,中国大陆,2017-03-10,10300,3350,2.5,0.031,0.08199999999999999,0.292,0.42700000000000005,0.168
515,贼王 King of Thieves,5.6,2902,950,4,108,英语,剧情/动作/犯罪,詹姆斯·马什,英国,2018-09-14,5141,1654,3.0,0.027000000000000003,0.111,0.524,0.294,0.043
516,富江,5.6,2879,690,6,95,日语,剧情/惊悚/恐怖/奇幻,及川中,日本,1999-03-06,3809,2023,3.0,0.06,0.129,0.46299999999999997,0.273,0.075
517,凶宅怪谈 事故物件 恐い間取り,5.4,3419,1421,11,111,日语,剧情/恐怖,中田秀夫,日本,2020-08-28,3912,1823,2.5,0.035,0.08900000000000001,0.485,0.309,0.08199999999999999
518,忠犬流浪记,5.2,2348,1296,38,90,汉语普通话,剧情/冒险,桑凯·维杜朗,中国大陆,2021-08-20,3297,2477,2.5,0.066,0.138,0.32299999999999995,0.293,0.18
519,巧巧,4.7,5785,2371,41,83,中国方言,剧情,宋川,法国,2017-02-10,7243,5305,2.5,0.021,0.059000000000000004,0.309,0.451,0.159
520,达荷美女战士 The Woman King,5.8,2454,1074,16,135,英语,剧情/动作/历史,吉娜·普林斯-拜斯伍德,美国,2023-04-14,2850,2723,3.0,0.066,0.195,0.39299999999999996,0.252,0.094
521,查无此人,5.2,2333,499,47,98,汉语普通话,剧情/悬疑,朱敏江,中国大陆,2012-06-15,5051,1406,2.5,0.047,0.098,0.405,0.314,0.13699999999999998
522,我要当警察 Observe and Report,5.8,2439,390,18,86,英语,剧情/喜剧/犯罪,乔迪·希尔,美国,2009-03-16,3881,1018,3.0,0.063,0.153,0.486,0.231,0.067
523,回南天,4.9,3539,1938,37,107,汉语普通话,剧情,高鸣,中国大陆,2022-06-24,4542,6686,2.5,0.022000000000000002,0.098,0.33,0.41100000000000003,0.138
524,烈探,4.9,3515,1481,26,87,汉语普通话,剧情/动作/犯罪,陈大利,中国大陆,2022-07-08,4574,814,2.5,0.022000000000000002,0.063,0.36,0.431,0.12300000000000001
525,三陪保姆 The Babysitters,5.6,2772,438,29,88,英语,剧情,David Ross,美国,2007-09-11,3669,1710,3.0,0.027999999999999997,0.127,0.511,0.272,0.061
526,首杀 First Kill,5.6,2745,867,7,97,英语,剧情/动作/惊悚/犯罪,史蒂芬·C·米勒,英国,2017-07-21,6033,1117,3.0,0.040999999999999995,0.12,0.484,0.297,0.059000000000000004
527,我们约会吧,4.6,7411,2527,36,100,汉语普通话,剧情/爱情,周楠,中国大陆,2011-02-13,15156,981,2.5,0.027000000000000003,0.069,0.33299999999999996,0.322,0.248
528,热血合唱团 熱血合唱團,4.5,12104,6018,167,97,粤语,剧情,关信辉,中国香港,2020-11-13,28664,3818,2.5,0.036000000000000004,0.057999999999999996,0.271,0.382,0.252
529,幸福迷途,5.2,2198,943,58,95,汉语普通话,剧情/爱情,张全欣,中国大陆,2012-11-09,5397,703,2.5,0.052000000000000005,0.11,0.387,0.309,0.142
530,再次回家 Home Again,5.7,2482,922,3,97,英语,剧情/喜剧/爱情,荷莉·迈耶斯-舒耶,美国,2017-09-08,3674,992,3.0,0.054000000000000006,0.138,0.457,0.287,0.064
531,有只僵尸暗恋你 有隻僵屍暗戀你,5.0,2830,427,14,99,粤语,剧情/喜剧/悬疑/惊悚/恐怖/犯罪,王晶,中国香港,2008-10-16,3617,1141,2.5,0.048,0.081,0.35700000000000004,0.345,0.16899999999999998
532,不能犯,5.3,3494,1545,10,106,日语,剧情/悬疑/犯罪,白石晃士,日本,2017-12-01,4289,1551,2.5,0.039,0.1,0.425,0.361,0.075
533,墙里的声音 Voice from the Stone,5.4,3103,1131,18,94,英语,剧情/悬疑/惊悚,艾瑞克·D·豪威尔,美国,2017-04-28,4761,1937,2.5,0.037000000000000005,0.10400000000000001,0.462,0.342,0.055999999999999994
534,潮性办公室,4.6,6915,1960,12,88,粤语,剧情/喜剧,詹瑞文,中国香港,2011-06-09,9743,1189,2.5,0.023,0.07,0.316,0.359,0.231
535,新妈妈再爱我一次,4.8,3906,1654,68,96,汉语普通话,剧情/爱情/家庭,金世勋,中国大陆,2012-11-09,11472,1195,2.5,0.079,0.08900000000000001,0.27399999999999997,0.264,0.293
536,轮到你了 剧场版 あなたの番です 劇場版,4.9,5785,2753,12,142,日语,剧情/悬疑/犯罪,佐久间纪佳,日本,2021-12-10,6964,2901,2.5,0.034,0.08,0.342,0.385,0.159
537,五日战争 5 Days of August,5.6,2589,1058,36,108,英语,剧情/动作/战争,雷尼·哈林,美国,2011-06-05,3725,1404,3.0,0.069,0.174,0.401,0.20800000000000002,0.14800000000000002
538,落头氏之吻 แสงกระสือ,5.7,2391,826,13,123,泰语,剧情/惊悚/奇幻,西蒂斯里·蒙哥西里,泰国,2019-03-14,2764,1961,3.0,0.057999999999999996,0.139,0.474,0.261,0.068
539,我怒了 I Am Wrath,5.5,2796,889,8,92,英语,剧情/动作/犯罪,查克·拉塞尔,美国,2016-04-15,3971,1203,3.0,0.045,0.094,0.506,0.285,0.07
540,断金,4.9,3171,1478,21,96,汉语普通话,剧情/动作,刘璋牧,中国大陆,2022-01-21,4713,779,2.5,0.028999999999999998,0.125,0.27899999999999997,0.39,0.17600000000000002
541,绝对控制 I.T.,5.3,3349,1473,27,95,英语,剧情/科幻/悬疑/犯罪,约翰·摩尔,美国,2016-12-24,7215,3843,2.5,0.023,0.11599999999999999,0.44,0.315,0.106
542,高空7500 7500,5.9,2051,682,13,92,英语,剧情/惊悚,帕特里克·沃尔拉斯,德国,2019-08-09,2329,675,3.0,0.064,0.183,0.46399999999999997,0.23800000000000002,0.05
543,葬礼上的角斗 葬礼揸Fit人,5.1,2307,244,13,91,粤语,剧情/动作,钟继昌,中国香港,2007-10-26,3178,640,2.5,0.027999999999999997,0.083,0.436,0.34299999999999997,0.111
544,荒野 Backcountry,5.6,2510,923,21,92,英语,剧情/惊悚/恐怖,亚当·麦克唐纳,加拿大,2014-09-08,3286,692,3.0,0.048,0.149,0.446,0.26,0.09699999999999999
545,劈腿困境 The Dilemma,5.7,2316,733,13,111,英语,剧情/喜剧,朗·霍华德,美国,2011-01-14,3880,2321,3.0,0.03,0.13699999999999998,0.5479999999999999,0.243,0.042
546,曝光 Exposed,5.4,2954,1070,15,102,英语,剧情,吉·马利克·林顿,美国,2016-01-22,5006,1740,2.5,0.04,0.11699999999999999,0.42700000000000005,0.321,0.096
547,天河,5.0,2582,1455,35,98,汉语普通话,剧情,宁海强,中国大陆,2014-11-15,6869,1225,2.5,0.10800000000000001,0.11199999999999999,0.266,0.203,0.311
548,富美子之足 富美子の足,5.3,3157,1050,7,89,日语,剧情,上田笃司,日本,2018-02-10,3818,5962,2.5,0.078,0.102,0.33299999999999996,0.345,0.142
549,光辉岁月,4.7,4474,1671,65,102,汉语普通话,剧情/动作/冒险,熊欣欣,中国大陆,2013-06-09,10008,1508,2.5,0.032,0.049,0.341,0.37799999999999995,0.2
550,海边的生与死 海辺の生と死,5.7,2230,1235,12,155,日语,剧情,越川道夫,日本,2017-06-17,3063,2017,3.0,0.046,0.132,0.48700000000000004,0.285,0.05
551,秘密爱 비밀애,5.6,2374,689,10,111,韩语,剧情,柳勋,韩国,2010-03-25,3206,5199,3.0,0.055999999999999994,0.11,0.49700000000000005,0.273,0.065
552,秋寒江南,5.1,2151,1261,31,105,汉语普通话,剧情/动作/武侠,罗仪威,中国大陆,2020-03-08,4535,1286,2.5,0.037000000000000005,0.111,0.33299999999999996,0.389,0.13
553,荒野狂兽 Beast,5.6,2349,844,16,93,英语,剧情/惊悚/恐怖/冒险,巴塔萨·科马库,美国,2023-05-12,2656,2178,3.0,0.025,0.099,0.5539999999999999,0.287,0.034
554,不怕贼惦记,4.5,8730,1459,39,90,汉语普通话,剧情/喜剧/悬疑,许传海,中国大陆,2011-12-09,12803,2209,2.5,0.017,0.054000000000000006,0.314,0.374,0.24100000000000002
555,黑水 Black Water,5.6,2337,641,8,90,英语,剧情/惊悚/恐怖/冒险,David Nerlich,澳大利亚,2007-08-03,2967,862,3.0,0.051,0.135,0.451,0.27399999999999997,0.09
556,线人 The Informers,5.2,3375,922,25,98,英语,剧情/惊悚/犯罪,格雷格·乔丹,德国,2008-10,4218,6468,2.5,0.052000000000000005,0.10099999999999999,0.374,0.35100000000000003,0.122
557,承诺 เพื่อนที่ระลึก,5.6,2330,752,10,114,泰语,剧情/惊悚/恐怖,索分·沙达菲斯,泰国,2017-09-07,2735,1072,3.0,0.044000000000000004,0.102,0.503,0.289,0.061
558,爱寻迷 愛·尋·迷,5.1,2103,733,9,110,粤语,剧情,陶杰,中国香港,2014-04-10,2639,1644,2.5,0.057999999999999996,0.10300000000000001,0.33899999999999997,0.32299999999999995,0.177
559,再造战士3：重生 Universal Soldier: Regeneration,5.3,3020,495,10,97,英语,剧情/动作/科幻/惊悚,John Hyams,美国,2009-10-01,6020,668,2.5,0.033,0.08,0.46799999999999997,0.34700000000000003,0.071
560,贞伊 정이,5.2,3356,1278,12,98,韩语,剧情/动作/科幻/冒险,延尚昊,韩国,2023-01-20,3813,2487,2.5,0.048,0.09,0.409,0.34700000000000003,0.107
561,熟悉的陌生人,5.0,2371,809,23,59,汉语普通话,剧情,陈正道,中国大陆,2017-04-21,5378,1465,2.5,0.043,0.107,0.364,0.3,0.18600000000000003
562,低压槽：欲望之城 低壓槽,4.4,16750,6389,198,112,汉语普通话,剧情/动作/悬疑/犯罪,张家辉,中国大陆,2018-04-28,46377,5894,2.0,0.031,0.061,0.235,0.4,0.273
563,一万公里的约定 一萬公里的約定,4.6,5536,2348,67,103,汉语普通话,剧情/爱情,洪昇扬,中国台湾,2017-01-06,16675,2475,2.5,0.044000000000000004,0.092,0.23800000000000002,0.377,0.249
564,绣花鞋,4.4,16726,6532,166,86,汉语普通话,剧情/恐怖,叶伟民,中国大陆,2012-03-31,33148,2152,2.0,0.02,0.044000000000000004,0.307,0.395,0.233
565,摇滚英雄,4.8,3239,1508,46,91,汉语普通话,剧情/爱情/音乐,谭华,中国大陆,2015-06-20,6171,1078,2.5,0.057,0.085,0.293,0.313,0.251
566,异变者 ホムンクルス,5.4,2633,1070,5,115,日语,剧情,清水崇,日本,2021-04-02,3079,2067,2.5,0.045,0.114,0.433,0.307,0.10099999999999999
567,热汤,5.0,2290,1296,19,102,汉语普通话,剧情/爱情/悬疑,章明,中国大陆,2022-09-16,2918,4259,2.5,0.037000000000000005,0.111,0.324,0.37799999999999995,0.149
568,驴子潘趣 Donkey Punch,5.5,2408,372,22,99,英语,剧情/惊悚,奥利弗·布莱克本 Oliver Blackburn,英国,2008-07-18,3017,994,3.0,0.027000000000000003,0.13,0.493,0.284,0.066
569,给野兽献花,4.9,2655,1272,38,91,汉语普通话,剧情/爱情,张立嘉,中国大陆,2012-11-16,6053,1080,2.5,0.038,0.07,0.369,0.33799999999999997,0.18600000000000003
570,应召女友 The Girlfriend Experience,5.3,2859,770,22,77,英语,剧情,史蒂文·索德伯格,美国,2009-01-20,4743,2478,2.5,0.027000000000000003,0.111,0.449,0.314,0.098
571,致青春·原来你还在这里,4.3,168426,65648,1460,98,汉语普通话,剧情/爱情,周拓如,中国大陆,2016-07-08,406161,11071,2.0,0.062,0.064,0.20800000000000002,0.29600000000000004,0.369
572,入侵隐私 The Resident,5.4,2565,872,12,91,英语,剧情/惊悚/恐怖,Antti Jokinen,英国,2011-02-17,3159,1123,2.5,0.027000000000000003,0.096,0.508,0.301,0.068
573,世界上最爱我的人,4.7,3844,1518,23,94,汉语普通话,剧情/犯罪,黄岳泰,中国大陆,2022-08-26,5891,3134,2.5,0.040999999999999995,0.07200000000000001,0.29,0.375,0.221
574,门锁,4.3,127065,60147,929,105,汉语普通话,剧情/惊悚/犯罪,别克,中国大陆,2021-11-19,172849,23737,2.0,0.011000000000000001,0.04,0.262,0.465,0.221
575,致命追踪 Tracers,5.5,2341,486,2,94,英语,剧情/动作/惊悚,Daniel Benmayor,美国,2015-03-20,2854,537,3.0,0.04,0.098,0.512,0.29,0.06
576,女高怪谈重启：母校 여고괴담 리부트: 모교,5.3,2802,1082,8,117,韩语,剧情/恐怖,李美英,韩国,2020-07-09,3202,1349,2.5,0.054000000000000006,0.09300000000000001,0.41600000000000004,0.34299999999999997,0.09300000000000001
577,甜心女孩 Sweet Girl,5.5,2329,821,12,109,英语,剧情/动作/惊悚,布莱恩·安德鲁·门多萨,美国,2021-08-20,2694,849,3.0,0.042,0.10800000000000001,0.46299999999999997,0.32299999999999995,0.065
578,暴走吧，女人,4.5,7271,2332,243,110,汉语普通话,剧情/冒险,董董,中国大陆,2013-03-08,9748,1085,2.5,0.076,0.161,0.14800000000000002,0.17,0.446
