ID,电影名称,评分,评价人数,短评数量,影评数量,片长,语言,类型,导演,制片国家/地区,上映日期,看过人数,想看人数,星级,五星,四星,三星,二星,一星
10987,十二生肖,6.8,352300,73880,778,122,英语,喜剧/动作/冒险,成龙,中国大陆,2012-12-20,654035,16467,3.5,0.105,0.309,0.474,0.09300000000000001,0.018000000000000002
10988,龙三和他的七人党 龍三と七人の子分たち,7.6,19945,5988,40,111,日语,喜剧/动作,北野武,日本,2015-04-25,23979,14722,4.0,0.192,0.478,0.295,0.03,0.005
10989,美国派2 American Pie 2,7.1,50167,4086,17,108,英语,喜剧/爱情,詹姆斯·B·罗杰斯,美国,2001-08-10,86279,4745,3.5,0.127,0.354,0.46399999999999997,0.048,0.006999999999999999
10990,银魂 銀魂,6.9,126729,48353,534,130,日语,喜剧/动作/奇幻/冒险,福田雄一,日本,2017-09-01,207549,31314,3.5,0.127,0.33899999999999997,0.414,0.09699999999999999,0.024
10991,爱的那点性事 The Little Death,7.4,26144,9408,59,96,英语,喜剧/爱情/情色,约什·劳森,澳大利亚,2014-09-25,31607,40876,3.5,0.139,0.467,0.349,0.037000000000000005,0.006999999999999999
10992,红鞋子和七个小矮人 Red Shoes & the 7 Dwarfs,7.6,19799,9016,66,92,英语,喜剧/爱情/动画/奇幻,宋浩宏,韩国,2019-07-25,27677,24586,4.0,0.172,0.504,0.295,0.025,0.005
10993,单身男女 單身男女,6.8,285599,92300,2217,115,粤语,喜剧/爱情,杜琪峰,中国香港,2011-03-31,439677,23046,3.5,0.09300000000000001,0.33,0.46399999999999997,0.09300000000000001,0.02
10994,十兄弟,6.9,69006,8486,25,100,粤语,喜剧/动作/奇幻/冒险,李力持,中国香港,1995-12-23,150677,3692,3.5,0.111,0.321,0.49,0.067,0.011000000000000001
10995,惊声尖笑 Scary Movie,7.0,70071,11615,30,88,英语,喜剧,基伦·埃弗瑞·韦恩斯,美国,2000-07-07,114304,17573,3.5,0.14,0.35100000000000003,0.418,0.075,0.018000000000000002
10996,霹雳先锋 霹靂先鋒,7.3,16902,2859,28,95,粤语,喜剧/动作/犯罪,黄柏文,中国香港,1988-06-23,34786,4284,3.5,0.166,0.36,0.433,0.037000000000000005,0.005
10997,在糟糕的日子里 I onde dager,7.5,22174,7413,34,113,挪威语,喜剧/惊悚,托米·维尔科拉,挪威,2021-07-30,25850,24294,4.0,0.156,0.479,0.325,0.033,0.006999999999999999
10998,快乐的大脚2 Happy Feet Two,7.3,30383,9572,82,100,英语,喜剧/动画/歌舞/家庭,乔治·米勒,澳大利亚,2012-02-21,62347,10078,3.5,0.152,0.41200000000000003,0.386,0.042,0.006999999999999999
10999,安娜玛德莲娜 安娜瑪德蓮娜,7.5,12254,4086,90,97,粤语,喜剧/爱情,奚仲文,中国香港,1998-05-28,17445,13621,4.0,0.17800000000000002,0.425,0.353,0.039,0.005
11000,宿醉2 The Hangover Part II,6.9,114273,26911,98,102,英语,喜剧,托德·菲利普斯,美国,2011-05-26,164312,18320,3.5,0.10400000000000001,0.324,0.483,0.078,0.011000000000000001
11001,假期历险记 Vacation,7.3,29985,9159,21,99,英语,喜剧/家庭/冒险,乔纳森·戈尔茨坦,美国,2015-07-29,39637,19235,3.5,0.163,0.401,0.371,0.055,0.01
11002,河东狮吼 我家有一隻河東獅,6.8,193326,24769,189,100,粤语,喜剧/爱情/古装,马伟豪,中国大陆,2002-09-28,375579,7466,3.5,0.1,0.316,0.49200000000000005,0.079,0.013000000000000001
11003,王牌特工2：黄金圈 Kingsman: The Golden Circle,6.8,337254,98879,1189,141,英语,喜剧/动作/冒险,马修·沃恩,英国,2017-10-20,630070,43803,3.5,0.092,0.34299999999999997,0.467,0.086,0.013000000000000001
11004,富贵列车 富貴列車,7.5,12116,2521,19,97,粤语,喜剧/动作/西部,洪金宝,中国香港,1986-01-30,23214,5490,4.0,0.16699999999999998,0.43799999999999994,0.35600000000000004,0.032,0.006
11005,夜·店,6.8,177203,30410,381,94,汉语普通话,喜剧,杨庆,中国大陆,2009-07-24,270945,15846,3.5,0.094,0.33799999999999997,0.461,0.08900000000000001,0.018000000000000002
11006,爱与怪物 Love and Monsters,7.2,35972,10555,103,109,英语,喜剧/动作/科幻/奇幻/冒险,迈克尔·马修斯,美国,2020-10-16,43723,23577,3.5,0.131,0.41200000000000003,0.39299999999999996,0.052000000000000005,0.011000000000000001
11007,雪怪大冒险 Smallfoot,7.3,29427,9480,110,96,英语,喜剧/动画/歌舞/冒险,凯瑞·柯克帕特里克,美国,2018-10-19,68492,23896,3.5,0.12300000000000001,0.445,0.396,0.033,0.002
11008,妈妈咪鸭,7.0,35294,11895,139,90,汉语普通话,喜剧/动画/家庭/冒险,赵锐,中国大陆,2018-03-09,126732,60224,3.5,0.106,0.387,0.43,0.068,0.009000000000000001
11009,默片解说员 カツベン！,7.7,17026,7552,72,127,日语,喜剧,周防正行,日本,2019-10-04,21941,33630,4.0,0.18600000000000003,0.509,0.278,0.022000000000000002,0.006
11010,大兵小将,6.8,151912,24859,440,96,汉语普通话,喜剧/动作/冒险,丁晟,中国大陆,2010-02-14,256804,12301,3.5,0.08800000000000001,0.35,0.46799999999999997,0.08,0.013000000000000001
11011,神偷奶爸3 Despicable Me 3,6.8,256979,63994,424,90,英语,喜剧/动画/冒险,凯尔·巴尔达,美国,2017-07-07,733309,45868,3.5,0.1,0.306,0.49,0.09300000000000001,0.011000000000000001
11012,别惹蚂蚁 The Ant Bully,7.2,35041,4151,54,88,英语,喜剧/动画/家庭/奇幻/冒险,约翰·A·戴维斯,美国,2006-07-28,68064,5857,3.5,0.12300000000000001,0.40299999999999997,0.433,0.035,0.005
11013,长寿商会 장수상회,7.8,15159,5512,58,111,韩语,喜剧/爱情/家庭,姜帝圭,韩国,2015-04-09,23546,13399,4.0,0.24,0.469,0.262,0.024,0.005
11014,啄木鸟和雨 キツツキと雨,7.8,15104,6088,63,129,日语,喜剧,冲田修一,日本,2012-02-11,19633,22262,4.0,0.203,0.531,0.245,0.017,0.003
11015,女孩梦三十 13 Going on 30,7.1,43381,9072,176,98,英语,喜剧/爱情/奇幻,盖瑞·温尼克,美国,2004-04-23,63463,12631,3.5,0.121,0.36200000000000004,0.45899999999999996,0.052000000000000005,0.006999999999999999
11016,爱很复杂 It's Complicated,7.4,23910,6998,157,120,英语,喜剧/爱情,南希·迈耶斯,美国,2009-12-25,31758,16997,3.5,0.141,0.47600000000000003,0.35200000000000004,0.027000000000000003,0.003
11017,鲨鱼黑帮 Shark Tale,7.1,42813,4320,48,90,英语,喜剧/动画/冒险,毕鲍·鲍格朗,美国,2005-04-29,74340,7801,3.5,0.106,0.387,0.45299999999999996,0.048,0.006
11018,勇敢者游戏：决战丛林 Jumanji: Welcome to the Jungle,6.8,201286,54245,487,119,英语,喜剧/动作/奇幻/冒险,杰克·卡斯丹,美国,2018-01-12,391780,30889,3.5,0.068,0.34299999999999997,0.502,0.076,0.009000000000000001
11019,最佳拍档3：女皇密令 最佳拍檔3：女皇密令,7.3,15466,1693,9,87,粤语,喜剧/动作,徐克,中国香港,1984-01-26,34792,1937,3.5,0.145,0.395,0.419,0.035,0.006
11020,黑白魔女库伊拉 Cruella,6.8,199526,72082,473,134,英语,喜剧/犯罪,克雷格·吉勒斯佩,美国,2021-06-06,255279,47202,3.5,0.075,0.353,0.494,0.071,0.006999999999999999
11021,小门神,6.9,48968,17379,596,107,汉语普通话,喜剧/动画/奇幻,王微,中国大陆,2016-01-01,115109,13494,3.5,0.12,0.348,0.429,0.086,0.018000000000000002
11022,星际旅行4：抢救未来 Star Trek IV: The Voyage Home,8.2,10869,2676,20,119,英语,喜剧/科幻/冒险,伦纳德·尼莫伊,美国,1986-11-26,17171,4943,4.0,0.331,0.47700000000000004,0.174,0.015,0.005
11023,恶老板 Horrible Bosses,7.0,56376,16594,78,98,英语,喜剧/犯罪,赛斯·戈登,美国,2011-07-08,72225,19960,3.5,0.096,0.392,0.44,0.061,0.01
11024,猛鬼差馆 猛鬼差館,7.2,18415,3581,14,87,粤语,喜剧/恐怖,刘镇伟,中国香港,1987-11-19,33371,5741,3.5,0.142,0.35700000000000004,0.445,0.049,0.006999999999999999
11025,鼠来宝2：明星俱乐部 Alvin and the Chipmunks: The Squeakquel,7.2,33116,4481,17,88,英语,喜剧/动画/音乐/家庭/奇幻,贝蒂·托马斯,美国,2010-02-08,91019,5700,3.5,0.146,0.363,0.43200000000000005,0.051,0.006999999999999999
11026,谁是超级英雄 Super-héros malgré lui,7.4,23366,7955,25,82,法语,喜剧/动作,菲利普·拉肖,法国,2022-02-09,26634,19411,3.5,0.16,0.447,0.34600000000000003,0.039,0.006999999999999999
11027,大三元,7.4,12978,3544,31,106,粤语,喜剧/爱情,徐克,中国香港,1996-02-15,19059,6055,3.5,0.195,0.353,0.401,0.044000000000000004,0.006999999999999999
11028,美国派3：美国婚礼 American Wedding,7.1,41061,3704,20,96,英语,喜剧/爱情,杰西·迪伦,美国,2003-08-01,69727,3846,3.5,0.132,0.342,0.466,0.053,0.006999999999999999
11029,别拿自己不当干部,7.2,18049,2819,51,93,汉语普通话,喜剧,冯巩,中国大陆,2007-03-02,33797,5350,3.5,0.127,0.385,0.43799999999999994,0.042,0.008
11030,赛车总动员3：极速挑战 Cars 3,7.0,54310,12038,203,102,英语,喜剧/动画/冒险,布莱恩·菲,美国,2017-08-25,157257,19480,3.5,0.10800000000000001,0.336,0.49200000000000005,0.055,0.009000000000000001
11031,空中大灌篮 Space Jam,7.1,40539,5046,8,88,英语,喜剧/动画/运动,乔·皮特卡,美国,1997-07-15,77655,3230,3.5,0.141,0.35100000000000003,0.441,0.057,0.01
11032,美人鱼,6.7,802857,230423,5603,93,汉语普通话,喜剧/爱情/奇幻,周星驰,中国大陆,2016-02-08,1778139,42226,3.5,0.126,0.28800000000000003,0.429,0.11900000000000001,0.038
11033,欢乐满人间 Mary Poppins,8.2,10561,3843,33,139,英语,喜剧/歌舞/奇幻,罗伯特·斯蒂文森,美国,1964-08-27,14713,16689,4.0,0.33799999999999997,0.44299999999999995,0.19699999999999998,0.017,0.004
11034,长大成人 Grown Ups,7.3,26005,6186,58,102,英语,喜剧,丹尼斯·杜根,美国,2010-06-25,35284,12689,3.5,0.157,0.418,0.364,0.052000000000000005,0.009000000000000001
11035,阿黛拉的非凡冒险 Les aventures extraordinaires d'Adèle Blanc-Sec,6.9,73900,22150,271,107,法语,喜剧/奇幻/冒险,吕克·贝松,法国,2010-08-02,98216,27757,3.5,0.09699999999999999,0.34600000000000003,0.462,0.08199999999999999,0.013000000000000001
11036,捉妖记,6.7,526186,134874,1472,118,汉语普通话,喜剧/奇幻/古装,许诚毅,中国大陆,2015-07-16,1213222,23894,3.5,0.10300000000000001,0.319,0.44799999999999995,0.099,0.032
11037,美食家 L'aile ou la cuisse,8.4,9294,2135,26,104,法语,喜剧,克洛德·齐迪,法国,1976-10-27,12209,9535,4.0,0.35600000000000004,0.479,0.156,0.008,0.002
11038,黑色党徒 BlacKkKlansman,7.2,30767,10290,87,135,英语,喜剧/传记/犯罪,斯派克·李,美国,2018-05-14,39433,41962,3.5,0.102,0.45,0.39299999999999996,0.045,0.009000000000000001
11039,非强力春药 Mighty Aphrodite,7.7,15622,5256,38,95,英语,喜剧/爱情/奇幻,伍迪·艾伦,美国,1995-09-01,21168,17661,4.0,0.18,0.516,0.282,0.019,0.003
11040,亡灵 The Revenant,7.3,25615,7308,58,117,英语,喜剧/恐怖,D·凯瑞·普瑞尔,美国,2009-09-26,32442,19174,3.5,0.153,0.431,0.35100000000000003,0.054000000000000006,0.012
11041,大病 The Big Sick,7.5,19358,7472,88,120,英语,喜剧/爱情,迈克尔·肖沃特,美国,2017-01-20,24171,24920,4.0,0.154,0.48200000000000004,0.326,0.033,0.006
11042,爱宠大机密2 The Secret Life of Pets 2,6.8,128918,35727,172,86,英语,喜剧/动画/冒险,克里斯·雷纳德,美国,2019-07-05,292576,52674,3.5,0.095,0.321,0.503,0.073,0.008
11043,鬼夫 พี่มากพระโขนง,7.3,25403,9205,70,107,泰语,喜剧/爱情/惊悚,班庄·比辛达拿刚,泰国,2013-03-28,31648,15311,3.5,0.17,0.381,0.371,0.062,0.015
11044,歪小子斯科特对抗全世界 Scott Pilgrim vs. the World,7.1,37206,13189,99,112,英语,喜剧/动作/爱情/奇幻,埃德加·赖特,美国,2010-08-13,47144,19656,3.5,0.156,0.374,0.361,0.08800000000000001,0.022000000000000002
11045,喜欢你,6.7,318945,108986,1686,106,汉语普通话,喜剧/爱情,许宏宇,中国大陆,2017-04-27,677448,28181,3.5,0.08900000000000001,0.324,0.457,0.10800000000000001,0.021
11046,新抢钱夫妻 Fun with Dick and Jane,7.1,37094,4943,69,90,英语,喜剧/犯罪,迪恩·帕里索,美国,2005-12-21,53505,8530,3.5,0.11699999999999999,0.379,0.45399999999999996,0.045,0.005
11047,偷听女人心 What Women Want,7.1,37082,6229,80,127,英语,喜剧/爱情/奇幻,南希·迈耶斯,美国,2000-12-15,55699,15840,3.5,0.09,0.395,0.478,0.034,0.004
11048,黑侠,6.9,38228,4028,22,96,粤语,喜剧/动作/科幻/惊悚/犯罪/冒险,李仁港,中国香港,1996-11-09,75188,4773,3.5,0.10099999999999999,0.318,0.502,0.07,0.009000000000000001
11049,男人要自爱 Je ne suis pas un homme facile,7.6,17010,6975,107,98,法语,喜剧,埃莱奥诺尔·普里亚,法国,2018-04-13,22693,29289,4.0,0.18600000000000003,0.46399999999999997,0.313,0.033,0.004
11050,篱笆墙外 Over the Hedge,7.4,21551,2654,37,83,英语,喜剧/动画/冒险,提姆·约翰森,美国,2006-04-22,33215,6034,3.5,0.147,0.445,0.375,0.03,0.004
11051,我们与驻在先生的700日战争 ぼくたちと駐在さんの700日戦争,8.2,10313,3687,40,110,日语,喜剧,塚本连平,日本,2008-04-05,12527,10671,4.0,0.325,0.469,0.18,0.022000000000000002,0.004
11052,的士速递4 Taxi 4,7.1,36073,4173,50,91,法语,喜剧/动作/犯罪,热拉尔·克瓦兹克,法国,2007-02-14,67870,4502,3.5,0.14400000000000002,0.358,0.424,0.063,0.011000000000000001
11053,偷龙转凤 How to Steal a Million,8.1,10993,2790,17,123,英语,喜剧/爱情/犯罪,威廉·惠勒,美国,1966-07-13,16002,13236,4.0,0.27399999999999997,0.506,0.20600000000000002,0.011000000000000001,0.002
11054,卖身契 賣身契,7.8,7710,1749,14,96,英语,喜剧,许冠文,中国香港,1978-08-03,11486,3515,4.0,0.23600000000000002,0.47600000000000003,0.265,0.021,0.002
11055,小屁孩日记2 Diary of a Wimpy Kid: Rodrick Rules,7.5,18795,4001,19,93,英语,喜剧,大卫·博维斯,美国,2011-03-25,31923,9121,4.0,0.16899999999999998,0.46299999999999997,0.341,0.025,0.003
11056,阴间大法师 Beetlejuice,7.7,15177,4296,23,92,英语,喜剧/奇幻,蒂姆·波顿,美国,1988-03-30,19759,15721,4.0,0.21,0.461,0.298,0.025,0.005
11057,亡命夺宝 Rat Race,7.9,12707,3021,28,112,英语,喜剧/冒险,杰瑞·扎克,加拿大,2001-08-17,15649,9487,4.0,0.26,0.456,0.249,0.028999999999999998,0.005
11058,修女也疯狂2 Sister Act 2: Back in the Habit,7.4,21102,3027,18,107,英语,喜剧/音乐,比尔·杜克,美国,1993-12-10,41566,5647,3.5,0.154,0.435,0.37,0.036000000000000004,0.005
11059,伴娘 Bridesmaids,6.9,62038,21451,253,125,英语,喜剧,保罗·费格,美国,2011-05-13,82698,28015,3.5,0.10400000000000001,0.34,0.455,0.085,0.016
11060,音为爱 SuckSeed ห่วยขั้นเทพ,7.3,23938,7724,89,130,泰语,喜剧/爱情/音乐,查亚诺普·布恩帕拉科布,泰国,2011-03-17,35925,9344,3.5,0.165,0.40299999999999997,0.381,0.043,0.008
11061,败家仔 敗家仔,7.7,8263,1957,13,104,粤语,喜剧/动作,洪金宝,中国香港,1981-12-22,13912,3009,4.0,0.198,0.488,0.293,0.018000000000000002,0.003
11062,单亲度假村 Blended,7.4,20746,6150,28,117,英语,喜剧/爱情,弗兰克·克拉斯,美国,2014-05-23,28580,9670,3.5,0.162,0.431,0.361,0.04,0.006999999999999999
11063,瞒天过海：美人计 Ocean's Eight,6.7,270567,79039,244,110,英语,喜剧/犯罪,盖瑞·罗斯,美国,2018-06-08,417291,81263,3.5,0.067,0.303,0.542,0.081,0.008
11064,拜见岳父大人2 Meet the Fockers,7.1,34148,4999,27,115,英语,喜剧/爱情,杰伊·罗奇,美国,2004-12-22,51616,6812,3.5,0.102,0.40399999999999997,0.45399999999999996,0.036000000000000004,0.004
11065,天台爱情,6.7,145222,56405,1624,117,汉语普通话,喜剧/动作/爱情/歌舞,周杰伦,中国大陆,2013-07-11,228495,16729,3.5,0.153,0.261,0.415,0.132,0.04
11066,发胶 Hairspray,7.4,20582,5028,62,117,英语,喜剧/爱情/歌舞,亚当·尚克曼,美国,2007-07-20,29631,9273,3.5,0.16,0.429,0.36,0.043,0.008
11067,解放军在巴黎 Les chinois à Paris,7.3,23645,7748,110,115,法语,喜剧/奇幻,让·雅南,法国,1974-02-28,31613,38886,3.5,0.174,0.40299999999999997,0.33899999999999997,0.065,0.019
11068,曼哈顿谋杀疑案 Manhattan Murder Mystery,8.2,10024,4003,32,104,英语,喜剧/悬疑,伍迪·艾伦,美国,1993-08-18,12777,15475,4.0,0.307,0.501,0.174,0.013999999999999999,0.004
11069,富贵黄金屋 富貴黃金屋,7.6,9032,1482,11,80,粤语,喜剧,高志森,中国香港,1992-02-27,18366,1926,4.0,0.18600000000000003,0.439,0.34700000000000003,0.023,0.004
11070,心动的感觉 L'étudiante,7.6,16240,5656,89,104,法语,喜剧/爱情,克洛德·皮诺托,法国,1988-10-05,24150,23787,4.0,0.207,0.43799999999999994,0.319,0.031,0.005
11071,空前绝后满天飞 Airplane!,7.5,17900,5949,25,88,英语,喜剧,大卫·扎克,美国,1980-07-02,22957,14420,4.0,0.18600000000000003,0.439,0.318,0.047,0.01
11072,豪门夜宴 豪門夜宴,7.0,23122,5084,32,97,粤语,喜剧,张坚庭,中国香港,1991-11-30,37281,11987,3.5,0.163,0.28300000000000003,0.462,0.077,0.015
11073,宝贝和我 아기와 나,7.0,41604,8536,64,99,韩语,喜剧,金镇英,韩国,2008-08-13,66127,4159,3.5,0.11599999999999999,0.35200000000000004,0.466,0.057999999999999996,0.008
11074,意外制造公司 De Surprise,7.3,23085,7468,77,102,荷兰语,喜剧/爱情,米克·范迪姆,荷兰,2015-05-21,32399,16993,3.5,0.131,0.43200000000000005,0.391,0.039,0.006
11075,寻找金钟旭 김종욱 찾기,7.3,23055,8301,101,112,韩语,喜剧/爱情,张幼珍,韩国,2010-12-08,31709,13701,3.5,0.135,0.408,0.41,0.040999999999999995,0.005
11076,比得兔2：逃跑计划 Peter Rabbit 2: The Runaway,7.0,41152,16367,136,94,英语,喜剧/动画/冒险,威尔·古勒,澳大利亚,2021-06-11,62350,17420,3.5,0.077,0.387,0.47600000000000003,0.055999999999999994,0.004
11077,爱是妥协 Something's Gotta Give,7.5,17679,4551,90,128,英语,喜剧/爱情,南希·迈耶斯,美国,2003-12-12,25797,20449,4.0,0.165,0.462,0.337,0.032,0.005
11078,小叮当与失去的宝藏 Tinker Bell and the Lost Treasure,8.2,9828,1612,18,81,英语,喜剧/动画/奇幻/冒险,克雷·豪尔,美国,2009-10-27,17816,3537,4.0,0.304,0.489,0.193,0.011000000000000001,0.003
11079,无线电时代 Radio Days,8.4,8721,3570,25,88,英语,喜剧,伍迪·艾伦,美国,1987-01-30,11381,14861,4.0,0.34700000000000003,0.503,0.139,0.008,0.002
11080,大话西游之大圣娶亲 西遊記大結局之仙履奇緣,9.2,1509803,254502,4726,95,粤语,喜剧/爱情/奇幻/古装,刘镇伟,中国香港,2014-10-24,2852909,214013,4.5,0.67,0.264,0.057999999999999996,0.005,0.003
11081,疯狂动物城 Zootopia,9.2,1894652,383031,4190,109,英语,喜剧/动画/冒险,拜伦·霍华德,美国,2016-03-04,3725408,164534,4.5,0.662,0.29100000000000004,0.045,0.002,0.001
11082,寻梦环游记 Coco,9.1,1643211,421151,7220,105,英语,喜剧/动画/音乐/奇幻,李·昂克里奇,美国,2017-11-24,3126961,286302,4.5,0.622,0.304,0.068,0.004,0.002
11083,大话西游之月光宝盒 西遊記第壹佰零壹回之月光寶盒,9.0,1202434,135492,1048,88,粤语,喜剧/爱情/奇幻/古装,刘镇伟,中国香港,2014-10-24,2483214,132205,4.5,0.603,0.316,0.073,0.005,0.002
11084,雨中曲 Singin' in the Rain,9.1,220256,54662,396,103,英语,喜剧/爱情/歌舞,斯坦利·多南,美国,1952-04-11,322256,227761,4.5,0.625,0.31,0.06,0.004,0.001
11085,玩具总动员3 Toy Story 3,8.9,505468,87761,1140,103,英语,喜剧/动画/奇幻/冒险,李·昂克里奇,美国,2010-06-16,868576,136660,4.5,0.547,0.358,0.08900000000000001,0.004,0.001
11086,老友记重聚特辑 Friends: The Reunion,9.2,72425,28002,172,104,英语,喜剧/爱情,本·温斯顿,美国,2021-05-27,94433,32816,4.5,0.691,0.226,0.07400000000000001,0.008,0.001
11087,虎口脱险 La grande vadrouille,8.9,252034,49196,216,132,法语,喜剧/战争,热拉尔·乌里,法国,1966-12-08,366562,161940,4.5,0.574,0.32899999999999996,0.086,0.008,0.003
11088,功夫,8.8,1102516,136180,1035,100,粤语,喜剧/动作/犯罪/奇幻,周星驰,中国大陆,2004-12-23,2109408,68993,4.5,0.532,0.35,0.10800000000000001,0.008,0.002
11089,怪兽电力公司 Monsters  Inc.,8.8,657528,85021,387,92,英语,喜剧/动画/儿童/奇幻/冒险,彼特·道格特,美国,2001-11-02,1131098,157205,4.5,0.488,0.414,0.09300000000000001,0.004,0.001
11090,时空恋旅人 About Time,8.8,652505,176675,2333,123,英语,喜剧/爱情/奇幻,理查德·柯蒂斯,英国,2013-09-04,974103,385723,4.5,0.521,0.369,0.1,0.008,0.002
11091,头脑特工队 Inside Out,8.8,599639,141849,1428,95,英语,喜剧/动画/冒险,彼特·道格特,美国,2015-10-06,944297,133778,4.5,0.516,0.368,0.105,0.008,0.002
11092,芝加哥 Chicago,8.9,152411,43345,398,113,英语,喜剧/歌舞/犯罪,罗伯·马歇尔,美国,2002-12-27,199898,113020,4.5,0.5539999999999999,0.353,0.084,0.006999999999999999,0.002
11093,淘金记 The Gold Rush,9.2,56536,12199,103,95,英语,喜剧/爱情/西部/冒险,查理·卓别林,美国,1925-06-26,93999,38174,4.5,0.6559999999999999,0.299,0.040999999999999995,0.002,0.001
11094,唐伯虎点秋香 唐伯虎點秋香,8.7,1060067,114281,566,102,粤语,喜剧/爱情/古装,李力持,中国香港,1993-07-01,2244151,54239,4.5,0.479,0.41100000000000003,0.10300000000000001,0.006,0.001
11095,射雕英雄传之东成西就 射鵰英雄傳之東成西就,8.7,626336,113195,482,113,粤语,喜剧/奇幻/武侠/古装,刘镇伟,中国香港,1993-02-05,1016481,115779,4.5,0.534,0.332,0.113,0.016,0.006
11096,超能陆战队 Big Hero 6,8.7,994755,192396,979,102,英语,喜剧/动作/科幻/动画/冒险,唐·霍尔,美国,2015-02-28,1942393,118388,4.5,0.485,0.408,0.1,0.006,0.001
11097,神偷奶爸 Despicable Me,8.7,933872,136788,656,95,英语,喜剧/动画/冒险,皮埃尔·柯芬,美国,2010-06-20,2005119,118408,4.5,0.447,0.439,0.107,0.005,0.001
11098,疯狂原始人 The Croods,8.7,826039,164947,1095,98,英语,喜剧/动画/冒险,柯克·德·米科,美国,2013-04-20,1607196,155533,4.5,0.465,0.415,0.11199999999999999,0.006,0.001
11099,无敌破坏王 Wreck-It Ralph,8.7,527906,107560,704,101,英语,喜剧/动画/奇幻/冒险,瑞奇·摩尔,美国,2012-11-06,855308,141809,4.5,0.483,0.406,0.10400000000000001,0.006,0.001
11100,疯狂的石头,8.6,806352,105147,920,106,汉语普通话,喜剧/犯罪,宁浩,中国大陆,2006-06-30,1457845,145853,4.5,0.43,0.43700000000000006,0.121,0.01,0.002
